Brewery_Name,Overall_review,Aroma_review,Appearance_review,Beer_type,Review_taste,Beer_name,Beer_abv
Hopworks Urban Brewery,4,3.5,4,American Barleywine,4,Noggin Floggin,11
Hopworks Urban Brewery,4,4,3.5,American Double / Imperial IPA,4,De Ieso Spades,9.5
Hopworks Urban Brewery,4,4,4,American Black Ale,4,Secession Black India Pale Ale (CDA),6.5
Hopworks Urban Brewery,4.5,3.5,4,Baltic Porter,3.5,Baltic Crude Porter,
Hopworks Urban Brewery,4.5,4,4,American Barleywine,4.5,Noggin Floggin (Bourbon Barrel Aged),9.6
Dempsey's Restaurant And Brewery,4,4,3.5,Foreign / Export Stout,4,Dempsey's Ugly Dog Stout,6.7
WinterCoat,4.5,4.5,4.5,American Double / Imperial IPA,4.5,WinterCoat Double Hop,8.2
Brasserie Caulier,4,4.5,4.5,Quadrupel (Quad),5,Pannepot,10
Bull & Bush Pub & Brewery,4,3,3.5,American Black Ale,3.5,Black Coast IPA,
Bull & Bush Pub & Brewery,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Legend Of The Liquid Brain,11.5
Bull & Bush Pub & Brewery,4,4,4,American Wild Ale,4.5,Funky Cougar,11
Bull & Bush Pub & Brewery,4,4,4.5,American Barleywine,4,Release The Hounds,
Bull & Bush Pub & Brewery,4,4,4,Quadrupel (Quad),4,Abt 12,10
Big Rock Chop & Brewhouse,4,4,4,Russian Imperial Stout,3.5,Bourbon Barrel Aged Flying Buffalo Imperial Stout,12.5
À l’abri de la Tempête,4,4.5,4.5,American Barleywine,4,Corps Mort,9
Toppling Goliath Brewing Company,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Mornin' Delight,9
Toppling Goliath Brewing Company,4,4,4,American Double / Imperial Stout,3.5,Norseman's Wrath,9
Toppling Goliath Brewing Company,4,4.5,4,American Double / Imperial IPA,4.5,Twisted Galaxy,7.2
Minneapolis Town Hall Brewery,4,3.5,3,Weizenbock,4,Eight (8) Wiezenbock,8.2
Minneapolis Town Hall Brewery,4,4,4,American Black Ale,4,ERB - Black IPA,
Minneapolis Town Hall Brewery,5,5,5,American Double / Imperial IPA,4.5,Euphoric,7.2
Minneapolis Town Hall Brewery,4,4.5,4,American Barleywine,4.5,Almighty Barleywine,9.4
Minneapolis Town Hall Brewery,4,4.5,4.5,Baltic Porter,4.5,Odin,8.4
Minneapolis Town Hall Brewery,4,4,4.5,American Double / Imperial IPA,4,Fresh Hop 2010,
Minneapolis Town Hall Brewery,4.5,5,4.5,American Double / Imperial IPA,4.5,Big Dog Double IPA,8.2
Minneapolis Town Hall Brewery,5,5,5,American Barleywine,5,Oak Aged Twisted Reality,11.2
Minneapolis Town Hall Brewery,4.5,4.5,4.5,American Double / Imperial IPA,4,Tank Monkey,8.6
Minneapolis Town Hall Brewery,5,4.5,4,American Barleywine,5,Twisted Jim,9.9
Minneapolis Town Hall Brewery,4,5,4.5,Baltic Porter,4.5,Jester's Reserve Imperial Porter,9.3
Minneapolis Town Hall Brewery,5,4.5,4.5,Belgian IPA,5,Elves' Elixer 2011,8.5
Minneapolis Town Hall Brewery,4.5,4,4.5,American Double / Imperial IPA,4.5,Big Ticket Double IPA,7.6
White Birch Brewing,4,4,4,Belgian IPA,4,White Birch Hooksett Ale,9.5
Minneapolis Town Hall Brewery,4.5,4.5,5,Russian Imperial Stout,5,Russian Roulette,9.3
Minneapolis Town Hall Brewery,4,4,5,American Double / Imperial IPA,4,Big Ben Double IPA,8.9
Minneapolis Town Hall Brewery,4.5,4,4,Quadrupel (Quad),4,Foolish,10.1
Minneapolis Town Hall Brewery,5,4.5,4.5,Russian Imperial Stout,5,Czar Jack Imperial Stout,9.3
Minneapolis Town Hall Brewery,4,4.5,4,American Barleywine,5,Twisted Reality Barleywine,10.98
Minneapolis Town Hall Brewery,4.5,5,4,Russian Imperial Stout,4.5,Coconut Jack Frost,9
Minneapolis Town Hall Brewery,4,4.5,4,American Double / Imperial Stout,4,Port Frost,9.3
Minneapolis Town Hall Brewery,4.5,4.5,4.5,Russian Imperial Stout,4,Ol' Jack Frost Imperial Stout,8.9
Minneapolis Town Hall Brewery,4,5,4.5,Baltic Porter,5,Jester's Reserve Barrel Aged Imperial Porter,
Minneapolis Town Hall Brewery,4.5,4.5,4,Quadrupel (Quad),4.5,French Oak Aged Foolish,10.5
Top of the Hill Restaurant and Brewery,4,3,4,American Double / Imperial Stout,3.5,Lewis Black Imperial Stout,7.6
Howe Sound Inn & Brewing Company,4,3.5,3.5,Russian Imperial Stout,4,Pothole Filler Imperial Stout,9
Howe Sound Inn & Brewing Company,4,3.5,4,American Double / Imperial IPA,4,Total Eclipse Of The Hop Imperial India Pale Ale,8
Howe Sound Inn & Brewing Company,4.5,4.5,5,American Double / Imperial Stout,4,Megadestroyer Imperial Licorice Stout,10
Big Time Brewery & Alehouse,4,3,3.5,American Black Ale,4.5,Dark Days Black IPA,
Big Time Brewery & Alehouse,4.5,3.5,3.5,Weizenbock,4,Slam Dunkel Weizenbock,
Big Time Brewery & Alehouse,4,4.5,4.5,American Double / Imperial IPA,4.5,Decade India Pale Ale,7.8
Big Time Brewery & Alehouse,4,4,4,American Barleywine,4,Old Wooly Barleywine,
White Birch Brewing,4,3.5,4,American Double / Imperial Stout,4,White Birch Espresso Imperial Stout,10
AS Tartu Õlletehas,4,3.5,4,Baltic Porter,4,A. Le Coq Chocolate Porter,7.5
AS Tartu Õlletehas,4,4,3,Baltic Porter,3.5,A. Le Coq Jõuluporter,7.5
White Birch Brewing,4,4,4,American Wild Ale,4,White Birch Barrel Aged Rye Four,11.3
White Birch Brewing,4,4,3.5,American Wild Ale,4.5,White Birch Barrel Aged Brewers Reserve American Wild Ale,7.8
White Birch Brewing,4,4,4,Weizenbock,4.5,White Birch Apprentice Series First Tracks,6.4
White Birch Brewing,4,4,3.5,American Double / Imperial Stout,4.5,White Birch Barrel Aged Elysium,11.7
White Birch Brewing,4,4.5,3.5,American Barleywine,4,White Birch Barley Wine Ale,9
White Birch Brewing,4.5,3,3.5,American Wild Ale,4.5,White Birch Barrel Aged Morning Breaks,9
White Birch Brewing,4.5,4,4,American Wild Ale,4,White Birch Haystack Havoc,7
White Birch Brewing,4,4,4,American Barleywine,4,White Birch Apprentice Series Camp Travis,9.2
White Birch Brewing,4,4,4.5,American Wild Ale,3.5,White Birch Barrel Aged Indomitus American Wild Ale,8.8
White Birch Brewing,4.5,4,4,American Black Ale,4.5,White Birch Apprentice Series Nyx,7
White Birch Brewing,4,3.5,4,Quadrupel (Quad),3.5,White Birch Cherry Quad,11.7
White Birch Brewing,4,3,4,American Double / Imperial Stout,4.5,White Birch 80+35=20,12
Fort Collins Brewing,4,3.5,4,Weizenbock,4,Summer Fling Ale,
Fort Collins Brewing,4.5,4.5,4,American Double / Imperial IPA,5,The Incredible Hop Imperial India Style Wheat Ale,9.5
Brasserie Belle-Vue,4,2,3.5,Gueuze,3,Belle Vue Gueuze,5.2
Fort Collins Brewing,4,4,4,American Black Ale,3.5,Double Black IPA,
Fort Collins Brewing,4,4,4,Belgian IPA,4,The Incredible Hop Imperial Belgian Style IPA,
Brasserie Belle-Vue,4.5,4,3,Gueuze,4.5,Belle Vue Gueuze Ph. Vandenstock,
Brasserie Belle-Vue,4,4,3.5,Gueuze,4.5,Belle Vue Sélection Lambic,5.2
Brasserie Belle-Vue,4,4.5,3.5,Gueuze,4.5,De Neve Gueuze Ongefilterd,5.2
Snipes Mountain Microbrewery & Restaurant,4,4,4,American Barleywine,4,Roza Barley Wine,
Bierbrouwerij De Koningshoeven B.V.,5,4.5,5,Quadrupel (Quad),4.5,La Trappe Quadrupel (Koningshoeven / Dominus),10
The Alchemist,4.5,4.5,4,American Double / Imperial IPA,5,Heady Topper,8
The Alchemist,4,4,4.5,American Double / Imperial IPA,4,Heretic,9.99
The Alchemist,4.5,5,4.5,Russian Imperial Stout,5,Luscious,11.1
Moylan's Brewery,4,4,4,American Barleywine,4,Old Blarney American Oak Barleywine,
Moylan's Brewery,4,4,3.5,American Double / Imperial Stout,3.5,Barrel Aged Ryan Sullivan's Imperial Stout,10
Moylan's Brewery,4.5,4.5,3.5,American Barleywine,4,Old Blarney Barleywine - Heaven Hills Barrel Aged,
Moylan's Brewery,4,3.5,4.5,American Double / Imperial IPA,3.5,Uberhoppy IPA,
Moylan's Brewery,4,4,4,American Barleywine,3.5,Old Blarney Barleywine,10
Moylan's Brewery,4,4,3.5,American Double / Imperial IPA,4,Hopsickle Imperial India Pale Ale,9.2
Feral Brewing Co.,4,4.5,4,American Wild Ale,4.5,Funky Junky,4.7
Moylan's Brewery,4,4.5,4,American Double / Imperial Stout,4,Raspberry Espresso Chocolate Imperial Stout,10
Moylan's Brewery,4,4,4,American Double / Imperial IPA,4,Moylander Double IPA,8.5
Moylan's Brewery,4,5,4,American Double / Imperial IPA,4.5,Barrel Aged Wet Hopsickle,9.2
Trapp Family Lodge Brewery,4,4,4,Baltic Porter,4,Trapp Baltic Porter,9
Guinness Nigeria PLC,4.5,4,4.5,Foreign / Export Stout,4.5,Guinness Foreign Extra Stout (Africa),7.5
Feral Brewing Co.,4.5,4.5,4,American Black Ale,4,Karma Citra,5.9
Feral Brewing Co.,4.5,4,4,Russian Imperial Stout,4,Boris Imperial Stout,11.5
Feral Brewing Co.,5,5,4.5,Flanders Red Ale,5,Dark Funk,5.2
Feral Brewing Co.,4.5,4.5,4.5,Belgian IPA,4.5,Raging Flem,7.2
Amos Howard's Brew Pub,4,4,4.5,American Barleywine,3.5,Irish Walker,7.7
Amos Howard's Brew Pub,4,3,4,Weizenbock,4,Heles Bock,6
Whitstran Brewing Company,4,4,4.5,American Double / Imperial Stout,5,Friar's Decadence,8.1
Bierbrouwerij De Koningshoeven B.V.,4,4.5,4.5,Quadrupel (Quad),4,La Trappe Quadrupel Barrique (Oak Aged),10
Jester King Craft Brewery,5,5,5,Russian Imperial Stout,4.5,Farmhouse Black Metal,10.4
Jester King Craft Brewery,4.5,4.5,4,Russian Imperial Stout,4,Black Metal Imperial Stout,10.4
Jester King Craft Brewery,4,4.5,4,American Wild Ale,4.5,Wine Barrel Commercial Suicide,3.3
Mishawaka Brewing Company,4.5,3.5,4,American Double / Imperial IPA,4,Loopy Lupulin Double IPA,10
Mishawaka Brewing Company,4.5,4.5,4,American Barleywine,4,Seven Mules Kick Ass Ale,10
Mishawaka Brewing Company,4,4,4,American Barleywine,4,Resolution Ale,9.5
Mishawaka Brewing Company,4,3.5,4,American Double / Imperial Stout,4,Smoked Cherrywood Stout (ReplicAle 2011),7
Mishawaka Brewing Company,4.5,4,4,American Barleywine,4,Seven Mules Strong Ale,11.2
Snipes Mountain Microbrewery & Restaurant,4,4,4,American Wild Ale,4,Sour Pouch,
Snipes Mountain Microbrewery & Restaurant,4,4,4,American Double / Imperial IPA,4,Snipes Double IPA,
Snipes Mountain Microbrewery & Restaurant,4,4,4,Russian Imperial Stout,4,Crazy Ivans Imperial Stout,
Snipes Mountain Microbrewery & Restaurant,4,3,4,American Double / Imperial IPA,4,Zombie Killer,8
Pivovar Bašta (Sousedský Pivovar U Bansethů),4,4,5,Foreign / Export Stout,3.5,Basta Special,
The Tap Brewing Company,4,4,4,Foreign / Export Stout,4,Bootblack's Extra Stout,6.9
The Tap Brewing Company,4.5,4,4.5,American Double / Imperial Stout,4.5,Golden Slipper,8.6
The Tap Brewing Company,4,4,4,American Double / Imperial IPA,4,Doublelips Imperial IPA,8
The Tap Brewing Company,4,4,3.5,American Double / Imperial IPA,4,Bad Company Double IPA,9
The Tap Brewing Company,4.5,3.5,4,American Double / Imperial Stout,3.5,Brumaire,7.8
The Tap Brewing Company,4.5,4.5,4.5,Russian Imperial Stout,4.5,Joshua Norton Imperial Stout,9.3
The Tap Brewing Company,4,4,3.5,Baltic Porter,4,Ragnar,7.3
The Tap Brewing Company,4,4,4.5,Quadrupel (Quad),4,Seventh Seal,10.2
North by Northwest Restaurant & Brewery,4,4,4,American Wild Ale,4,North By Northwest Belgian Sour,5
North by Northwest Restaurant & Brewery,4,4,4,American Black Ale,4,Darkside IPA,6.4
North by Northwest Restaurant & Brewery,4,4,4,American Wild Ale,4.5,Brett X,
North by Northwest Restaurant & Brewery,4,4,4,American Double / Imperial Stout,4,Barrel Aged Espresso Stout,
North by Northwest Restaurant & Brewery,4.5,4.5,4.5,American Double / Imperial IPA,4,Green Menace,7
Oggi's Pizza & Brewing Co.,4.5,4.5,4.5,American Double / Imperial Stout,4.5,Witch Doctor,9.2
Oggi's Pizza & Brewing Co.,4,4,4.5,American Double / Imperial IPA,4,Stinger,9.3
Oggi's Pizza & Brewing Co.,4,4.5,4,American Double / Imperial IPA,4,Ding Ding Double IPA,10.5
Oggi's Pizza & Brewing Co.,4,4.5,4,American Barleywine,4.5,Good Times Barleywine,10.2
Abita Brewing Co.,4,2,4,Weizenbock,3.5,Abita Select Weizenbock,8
Abita Brewing Co.,4.5,4.5,4.5,Russian Imperial Stout,4.5,Abita Select Imperial Stout,8.5
Abita Brewing Co.,5,4,4.5,American Black Ale,4.5,Abita Select Black IPA,7
Noble Ale Works,4,3.5,3.5,American Double / Imperial Stout,3.5,Noble Knight Changer,8.5
Kraftbräu Brewery,4,3.5,4,American Double / Imperial IPA,3.5,Kraftbräu Imperial IPA,
BJ's Restaurant & Brewery,4,4,3,Flanders Red Ale,4,Jeremiah Red M8 (American Oak),7.3
BJ's Restaurant & Brewery,4,4,3.5,Flanders Red Ale,4,"Jeremiah Red L7 (French Oak, Brettanomyces)",7.2
BJ's Restaurant & Brewery,4,3.5,3,Flanders Red Ale,3.5,"Jeremiah Red L3 (American Oak, Brettanomyces)",7.2
Maine Beer Company,4.5,4,4.5,American Wild Ale,5,Thanks Allen,6.5
Ceylon / Lion Brewery Limited,4,4,4,Foreign / Export Stout,4,Lion Stout,8.8
Good People Brewing Company,4.5,5,4,Belgian IPA,4.5,Stepchild Belgian India Red Ale,7.8
Good People Brewing Company,4,4,4,Belgian IPA,4,Urban Carboys - Brett IPA,6.25
Good People Brewing Company,5,4.5,5,Weizenbock,4.5,Skeeter Bite Weizenbock,7.5
Good People Brewing Company,4.5,4.5,4,Russian Imperial Stout,4.5,Fatso,8.5
Good People Brewing Company,5,4.5,5,Russian Imperial Stout,5,El Gordo,13.9
Good People Brewing Company,4.5,4,5,American Black Ale,4,Urban Carboys - Belgian Black IPA,8.9
Rochester Mills Beer Co.,4,3.5,3.5,American Double / Imperial IPA,4,Rochester Mills Double IPA,8
Rochester Mills Beer Co.,4.5,4.5,4,American Barleywine,4,Rochester Mills Barley Wine,10
Great Lakes Brewing Company,5,4.5,5,American Barleywine,5,Great Lakes Barley Wine,10.2
Five Seasons Westside,4.5,4.5,5,American Double / Imperial Stout,4.5,Thor,
Tröegs Brewing Company,4.5,4,4.5,American Barleywine,4,Flying Mouflan,9.3
New Boswell Brewing Company,4.5,4.5,4,American Double / Imperial Stout,4.5,The Conscientious Inebriator,9
Redwood Curtain Brewing Company,4.5,4.5,3,American Wild Ale,5,Sommer Sauer Weizen,5.4
Five Seasons Westside,4.5,4,3.5,Russian Imperial Stout,4.5,Jolly Roger Thor,
Five Seasons Westside,4.5,4,4.5,American Double / Imperial Stout,4.5,Nouveau Thor,
Element Brewing Company,4,4,3.5,American Black Ale,4,Dark Element,8
Five Seasons Westside,4,4,3.5,Russian Imperial Stout,4,Cowboy Thor,
Five Seasons Westside,5,5,4,American Barleywine,4.5,Cloud Nine Barleywine Aged In Calvados Barrels With Oak,
Brasserie Vervifontaine,4.5,5,4.5,American Double / Imperial Stout,4.5,Vervifontaine Bière Du Lion,8
Tröegs Brewing Company,4.5,4.5,4,American Wild Ale,4.5,Splinter Gold,12
Tröegs Brewing Company,4,3,4,American Double / Imperial IPA,4,Scratch Beer 55 - 2011 (Double IPA),8.6
Tröegs Brewing Company,4,4.5,5,Belgian IPA,4,Scratch Beer 29 - 2010 (NBPA),7.7
Tröegs Brewing Company,5,4.5,4,American Barleywine,4.5,Scratch Beer 4 - 2007,9.4
Tröegs Brewing Company,4,4,4,Quadrupel (Quad),4,Scratch Beer 44 - 2011 (Team America),9
Tröegs Brewing Company,4,3.5,4,American Double / Imperial Stout,3.5,Splinter Black,11
Tröegs Brewing Company,4.5,4,5,American Double / Imperial Stout,4.5,Scratch Beer 19 -  2009,9.5
Tröegs Brewing Company,4,4,4,Weizenbock,4,Scratch Beer 7 - 2008,7.9
Kiuchi Brewery,4,3.5,4,American Double / Imperial Stout,4,Hitachino Nest Espresso Stout,7.5
Tröegs Brewing Company,4.5,4,4,American Wild Ale,4.5,Splinter Blue,
Tröegs Brewing Company,4,4.5,4,American Double / Imperial IPA,4.5,The Drafting Room 15th Anniversary Ale,
Grizzly Peak Brewing Company,4,4.5,4,American Barleywine,4,Grizzly Peak Barley Wine (Bourbon Barrel Aged),
Kassik's Kenai Brew Stop,5,4.5,4,American Barleywine,4.5,Buffalo Head Barley Wine,10.5
Kassik's Kenai Brew Stop,4.5,4.5,4,American Double / Imperial IPA,4.5,Double Wood Imperial IPA,8.5
Kassik's Kenai Brew Stop,4.5,4.5,4,American Double / Imperial Stout,4.5,Smoked Imperial Stout,8.5
Grizzly Peak Brewing Company,4,4.5,4.5,American Double / Imperial IPA,4.5,Grizzly Peak Extra Fuggle Ale,
Grizzly Peak Brewing Company,4.5,4,4.5,Baltic Porter,4,Grizzly Peak Baltic Porter,7.1
Great Lakes Brewing Company,4,3.5,4.5,Weizenbock,4.5,Great Lakes Glockenspiel Weizenbock,8
Great Lakes Brewing Company,4.5,4.5,4,American Double / Imperial IPA,4.5,Great Lakes Lake Erie Monster,9.1
Great Lakes Brewing Company,4,4,3.5,American Wild Ale,4.5,Great Lakes Jabberwocky,11.5
Mike Hess Brewing,4,4.5,3.5,American Double / Imperial IPA,4.5,Amplus Acerba,11.3
Mike Hess Brewing,4.5,4,4,American Barleywine,4.5,Quercus,9.9
Mike Hess Brewing,4,4,4.5,American Double / Imperial Stout,4,Ex Umbris,9.8
America's Brewpub,4,4.5,4,American Double / Imperial Stout,4,Bourbon Barrel Cherry Imperial Stout,
America's Brewpub,4.5,4.5,4,American Double / Imperial Stout,4.5,Rye Whiskey Barrel Imperial Stout,
America's Brewpub,4,4,3,Russian Imperial Stout,4.5,Hannah's Cherry Imperial Stout,11
America's Brewpub,4.5,4,3,American Wild Ale,5,Flemish Scotman,
America's Brewpub,4,4.5,3.5,American Double / Imperial Stout,4,Bourbon Barrel Imperial Stout (Signature Series),12
Emerson's Brewery,4,3.5,4,Belgian IPA,4,JP (2010),8
Fratello's & Fox River Brewing,4,4,3.5,American Barleywine,4,X,
Brasserie Ellezelloise,4,4.5,4,Russian Imperial Stout,4.5,Hercule Stout,9
Tommyknocker Brewery,4,4,4,American Black Ale,3.5,Hop Strike Black IPA,6.5
Lindens Brewing Co.,4,4,4.5,American Barleywine,4,Big Band Barley Wine,9.2
Knee Deep Brewing Company,4,4.5,4,American Double / Imperial IPA,4,Hoptologist DIPA,9
Monks Porter House,4.5,4,4,Russian Imperial Stout,4.5,Victoria Imperial Stout,10.3
E & O Trading Company,4,4,4,Russian Imperial Stout,4,E & O Stout,
Aviator Brewing Company,4,4,4,American Black Ale,4,Black Horizon,
Dunedin Brewery,4,4,4,American Barleywine,4,Dunedin Spatz BarkeyWine Barley Wine Style Ale,9
Dunedin Brewery,4,4,4,American Barleywine,4.5,Dunedin Barrel Aged Spatz BarkeyWine,9
Dunedin Brewery,4,4,4.5,American Double / Imperial IPA,4,"Brewmaster's Reserve Double IPA ""The Rock""",8.2
Dunedin Brewery,4,4,3.5,American Double / Imperial IPA,4,Brewmaster's Reserve Oak Aged DIPA,
Figure 8 Brewing,4,3.5,4,American Double / Imperial IPA,4,Snake Pro Double IPA,8
Figure 8 Brewing,4.5,4.5,4.5,Baltic Porter,4.5,Rye Knot,7.2
Figure 8 Brewing,4.5,4.5,4,American Double / Imperial Stout,4,F8 ReplicAle 2011,7.8
Figure 8 Brewing,4,4,4,American Barleywine,3.5,Jumbo Love,10.1
Figure 8 Brewing,5,5,5,American Barleywine,5,Date Night With Jumbo Love,
Hoptown Brewing Company,4,4,4,Russian Imperial Stout,4,"""Old Yeltsin"" Imperial Stout",9
Hoptown Brewing Company,5,4.5,4.5,American Double / Imperial IPA,4.5,DUIPA2,10
AMB - Maître Brasseur,4.5,3.5,4.5,Bière de Champagne / Bière Brut,4,La Cuvée Des Artisans,8
ReaperAle,4,4.5,4.5,American Double / Imperial IPA,4,Sleighor Double IPA,9.1
Orlando Brewing Partners,4,4,4,American Barleywine,4.5,Anisocoria,18
Orlando Brewing Partners,4,4,3.5,Belgian IPA,4,Pompous Ass,6.2
Legacy Brewing Co.,4,3.5,4,American Double / Imperial IPA,4,Hoptimus Prime,9
Great Adirondack Steak And Seafood Co.,5,4,4,American Double / Imperial IPA,4.5,Sean's Super Nugget IPA,9.3
Great Adirondack Steak And Seafood Co.,4,5,4.5,American Double / Imperial IPA,4.5,Avalanche IPA,8.2
Great Adirondack Steak And Seafood Co.,4,4,4.5,American Double / Imperial Stout,4,Adirondack Double Chocolate Imperial Stout,
Figueroa Mountain Brewing Co.,4,4,4.5,American Black Ale,4.5,First Anniversary Ale,9
Sweetwater Tavern & Brewery,4.5,5,4.5,Russian Imperial Stout,4.5,Barrel Aged High Desert Imperial Stout,10.8
Southend Brewery & Smokehouse,4,3.5,3.5,American Double / Imperial IPA,3.5,Double Endo India Pale Ale,8.5
Southend Brewery & Smokehouse,4,4,5,American Double / Imperial Stout,3.5,Chocolate Hazelnut Stout,8.5
Brewer's Alley Restaurant & Brewery,4.5,4.5,4,American Double / Imperial IPA,4,Brewer's Alley Resinator,7.8
Moonshine,4,4,4,Russian Imperial Stout,4,Putin Britches,8.2
Moonshine,4,4,4.5,American Double / Imperial IPA,4,Elwood,10.2
Gotlands Bryggeri,4,3,4,American Double / Imperial IPA,4,Brutal Bulldog Double IPA,8.4
Fremont Brewing Company,4.5,4,4,American Double / Imperial Stout,4.5,Oaked Dark Star Oatmeal Stout,
Fremont Brewing Company,4,4.5,4,American Double / Imperial IPA,4,The Sister,
Fremont Brewing Company,4.5,4,4,American Double / Imperial IPA,4.5,The Brother,8.5
Devils Backbone Brewing Company,4,3.5,3.5,American Double / Imperial Stout,4.5,Dead Bear Imperial Stout,8.5
Devils Backbone Brewing Company,4,3.5,4,American Double / Imperial IPA,3.5,Ten Point IPA,7.8
Devils Backbone Brewing Company,4,4,4,American Barleywine,3.5,Tectonic Barleywine,11
Devils Backbone Brewing Company,4,4.5,4,Baltic Porter,4.5,Baltic Coffee,8
Devils Backbone Brewing Company,4,4,4,American Double / Imperial IPA,4,IPA Plus,
Devils Backbone Brewing Company,4.5,4,3.5,Weizenbock,4,Advantageous Weizenbock,6.8
Holy City Brewing,4,4,4,American Black Ale,4,Lowcountry Dark Ale,6.2
Barley's Brewing Company,4.5,5,4.5,American Double / Imperial IPA,4.5,Barley's Four Seas Imperial IPA,
Barley's Brewing Company,4,4,4.5,Baltic Porter,4,Twisted Ivan Double Porter,11
Barley's Brewing Company,4,4.5,4.5,American Double / Imperial IPA,4,Barley's Kiss My Bitter Ass,
Barley's Brewing Company,4.5,4,4.5,Russian Imperial Stout,4,Barley's Anastasia Russian Imperial Stout,
Barley's Brewing Company,4.5,4.5,5,American Barleywine,4.5,Barley's Barleywine!,12
Barley's Brewing Company,4,3.5,4,American Double / Imperial IPA,4,Barley's Hop Envy IPA,
Barley's Brewing Company,4.5,4.5,4,American Double / Imperial IPA,4.5,E=IPA Squared,
Barley's Brewing Company,4.5,4,4,American Barleywine,4,Barley's Meister Eckhart Spark Of The Divine Barleywine,
Barley's Brewing Company,4,3.5,4.5,Russian Imperial Stout,4,Barley's Alexander's Russian Imperial Stout,8
